source_report,report_date,commodity,variety,organic,market_location,district,package,grade,size_description,low_price,high_price,mostly_low,mostly_high,demand,market_tone,supply_tone,commodity_comments
IX_FV110,04/24/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,8,9.95,8.95,,MODERATE,"6s slightly lower, others about steady.",,Extra services included. Wide range in quality.
IX_FV110,04/24/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8,10.95,8.95,9.95,MODERATE,"6s slightly lower, others about steady.",,Extra services included. Wide range in quality.
IX_FV110,04/24/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,147,168,154.00,161.00,"Miniature moderate, others fairly light.","Miniature 9-11s about steady, approximately 35-60 counts lower, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8.95,9.95,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,161,182,161,168,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,14.95,16.95,14.95,15.95,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,18,23,19.00,20,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,161,189,168,175,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,8,9.95,8.95,,FAIRLY GOOD,Slightly Higher,,Extra services included. Wide range in quality.
IX_FV110,04/23/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,9,10.95,,,FAIRLY GOOD,Slightly Higher,,Extra services included. Wide range in quality.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,10.95,12.95,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,14,19,16,17.00,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,14.95,16.95,14.95,15.95,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,18,23,19.00,20,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/23/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8.95,10.95,9.95,,FAIRLY GOOD,Slightly Higher,,Extra services included. Wide range in quality.
IX_FV110,04/23/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,175,203,175.00,182.00,MODERATE,"Miniature about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7.5,9.95,8.00,8.95,FAIRLY GOOD,Slightly Higher,,Wide range in quality.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,161,196,175,,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,14.95,16.95,14.95,15.95,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,19,22,20,,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8,10.95,8.95,9,FAIRLY GOOD,Slightly Higher,,Wide range in quality.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,175,203,182,189,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,9,10.95,9,9.95,FAIRLY GOOD,Slightly Higher,,Wide range in quality.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8.95,9.95,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,161,189,168,175,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,14.95,16.95,14.95,15.95,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,19,22,20,,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,10.95,12.95,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/22/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,17,20,18,,MODERATE,"Cartons 4s and 6s, approximately 45 count slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7.5,9,8.00,,MODERATE,"8s slightly higher, others about steady.",,Wide range in quality.
IX_FV110,04/21/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8,10,8.5,9,MODERATE,"8s slightly higher, others about steady.",,Wide range in quality.
IX_FV110,04/21/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,7.5,9.95,8,8.5,MODERATE,"8s slightly higher, others about steady.",,Wide range in quality.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,168,196,168.00,175.00,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,20,23,20,21,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,19,23,20,,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,17,22,18.00,20.00,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8.95,9.95,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,14.95,16.95,14.95,15.95,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,14.95,16.95,14.95,15.95,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,10.95,12.95,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,175,203,182,189,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/21/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,175,203,175,182.00,MODERATE,"Miniature 11s, Cartons 6s slightly higher, approximately 35 count and Cartons 4-5s about steady, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7,9,7.50,8.00,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/18/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8,10,8.50,9.00,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/18/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8,9.95,8,8.5,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,175,203,175.00,182.00,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,20,24,20,21,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,19,23,20,,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,17,22,17,19,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8,10,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,15,16.95,,,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,15,16.95,,,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,12,,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,175,210,182,189,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/18/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,175,203,175.00,189.00,MODERATE,"approximately 35-60 counts slightly lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7,9,8.00,,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/17/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8,10.95,9.00,,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/17/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8,10.95,8.50,9.00,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,182,210,182,196,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,20,24,20,21,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,19,23,20,,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,17,22,17,19,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8,10,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,15,16.95,,,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,15,16.95,,,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,12,,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,182,210,182,196,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/17/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,189,217,189,196,MODERATE,"Cartons 4-6s lower, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,8,9,,,"5s fairly good, others moderate.",Slightly Higher,,Wide range in quality.
IX_FV110,04/16/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8.45,10.95,,,"5s fairly good, others moderate.",Slightly Higher,,Wide range in quality.
IX_FV110,04/16/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8.45,10,,,"5s fairly good, others moderate.",Slightly Higher,,Wide range in quality.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,182,210,182,196,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,22,26,22,24,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,22,26,22,24,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,18,22,20,,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10.95,8,10,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,15,16.95,,,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,15,16.95,,,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,12,,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,182,210,182,196.00,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/16/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,189,217,189,196,MODERATE,"Miniature 11s and approximately 35 count slightly higher, others about steady.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7,9,7,8,MODERATE,About Steady,,Wide range in quality.
IX_FV110,04/15/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8,10,,,MODERATE,About Steady,,Wide range in quality.
IX_FV110,04/15/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,6s,8,10,,,MODERATE,About Steady,,Wide range in quality.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 60 count,182,210,182.00,196,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,4s,22,26,22.00,24,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,5s,22,26,22.00,24,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,11s,8,10,8,9.00,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,6s,15,16.95,,,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,8s,15,16.95,,,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS MINIATURE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,cartons,N/A,9s,10,13.95,12.00,,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 35 count,182,210,182.00,189.00,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/15/2025,Watermelons,RED FLESH SEEDLESS TYPE,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,24 inch bins,N/A,approx 45 count,189,224,189,196,MODERATE,"Miniature 6-9s slightly higher, others slightly lower.",,Extra services included. Wide range in quality and condition.
IX_FV110,04/14/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,8s,7,9,7.00,8.00,MODERATE,Slightly Lower,,Wide range in quality.
IX_FV110,04/14/2025,Honeydews,N/A,N,Nogales FOB SC,MEXICO CROSSINGS THROUGH NOGALES ARIZONA,2/3 cartons,N/A,5s,8,11,8.00,10.00,MODERATE,Slightly Lower,,Wide range in quality.
